genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[28, 35]",454992,en,A couple of thirtysomething best friends unwittingly become entangled in an international conspiracy when one’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,30.852,2018-08-02,The Spy Who Dumped Me,6.403,2094
"[16, 28, 14]",997776,en,"Superman, Batman, Wonder Woman, Flash, Cyborg, Green Lantern and Vixen are transported to the strange world of Remnant and find themselves turned into teenagers. Meanwhile, Remnant heroes Ruby, Weiss, Blake and Yang must combine forces with the Justice League to uncover why their planet has been mysteriously altered before a superpowered Grimm destroys everything.",30.849,2023-04-25,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",7.4,81
"[35, 10751]",82650,en,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",30.838,2012-08-02,Diary of a Wimpy Kid: Dog Days,6.29,882
[35],437557,en,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",30.829,2018-03-14,Blockers,6.308,1876
"[53, 878, 9648]",37686,en,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",30.824,2011-06-08,Super 8,6.761,6250
"[16, 10751, 35, 878]",20760,en,"Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",30.812,2005-01-22,Lilo & Stitch 2: Stitch Has a Glitch,6.625,1296
"[18, 28]",7549,zh,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",30.789,2006-01-26,Fearless,7.489,1176
"[10749, 18]",758330,en,"Nancy Stokes doesn’t know good sex. Whatever it may be, Nancy, a retired schoolteacher, is pretty sure she has never had it, but she is determined to finally do something about that. She even has a plan: It involves an anonymous hotel room, and a young sex worker who calls himself Leo Grande.",30.778,2022-06-16,"Good Luck to You, Leo Grande",7.0,380
"[14, 28, 878]",353491,en,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,30.777,2017-08-03,The Dark Tower,5.672,4685
"[18, 10749]",39412,fr,Emmanuelle and her architect husband continue their amoral lifestyle in the Seychelles. But when a casual dilliance between her and a film director starts to turn serious her husband shows very traditional signs of jealousy.,30.757,1977-10-14,Emmanuelle 3,4.375,56
"[53, 27]",509635,en,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",30.754,2020-09-10,Alone,6.312,615
[18],409502,en,"Based on the journal entries of Rachel Joy Scott, the first student killed in the Columbine High School shooting in 1999. She was the first person Harris and Klebold saw in their desire to kill as many people as possible, not because she was religious, as this movie will have you believe.",30.748,2016-10-21,I'm Not Ashamed,7.227,255
"[10749, 35]",648743,es,"The travails of Sara, a frustrated fashion designer who blames karma for her bad luck. Fate will put her face to face with her sister, Lucy, who enjoys very different luck, and in a series of events and reunions that will lead her to make a radical decision.",30.746,2022-08-03,Don't Blame Karma!,7.0,172
"[28, 12, 80, 878, 53]",5550,en,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",30.745,1993-01-21,RoboCop 3,4.759,1142
"[878, 10749, 53]",659924,en,"In an uncharted future, two hardened souls meet and confront each other with the things they have done and what they have become.",30.735,2022-03-17,Loveland,5.3,20
"[80, 18, 53]",4147,en,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",30.73,2002-07-12,Road to Perdition,7.356,3348
"[18, 10749]",289,en,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",30.728,1943-01-15,Casablanca,8.169,4994
[35],52449,en,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",30.72,2011-05-16,Bad Teacher,5.584,4441
"[878, 35, 18]",1072371,en,"A flying saucer lands in the backyard of an elderly suburbanite with memory problems, who forms a bond with the scared alien inside.",30.703,2023-08-10,Jules,7.6,100
"[878, 28]",45556,en,"When a solar eclipse sends a colossal blast of super chilled air towards the earth, it then sets off a catastrophic chain of events that threatens to engulf the world in ice and begin a new Ice Age.",30.697,2010-08-04,Arctic Blast,5.509,159
"[53, 878, 9648, 10749]",782,en,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",30.686,1997-09-07,Gattaca,7.552,5838
[35],376659,en,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",30.666,2016-07-28,Bad Moms,6.498,3914
"[28, 12, 14]",1729,zh,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",30.662,2008-04-18,The Forbidden Kingdom,6.6,1551
[99],427719,en,"Documentary sequel that offers a close-up look into the personal lives of the legendary porn stars who've survived the test of time and influenced popular culture. Blends rare interviews with erotic clips and additional appearances by Whoopi Goldberg, Steven Soderbergh and a host of adult stars, directors and trendsetters.",30.638,2016-10-28,X-Rated 2: The Greatest Adult Stars of All-Time,6.672,93
"[10749, 18]",1122932,en,"Mia and Kyle, two misfit American teens, travel to Spain in search of Mia's birth mother. As the pair road trip through the picturesque cities of Andalusia and fall in love, they discover that the most important question isn't who gave you life, but what you decide to do with it.",30.636,2023-07-21,See You on Venus,6.988,42
"[12, 16, 9648]",17578,en,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",30.631,2011-10-24,The Adventures of Tintin,6.889,5063
[18],1029445,tl,"A boring woman worries that her man would leave her, so she hires a plumber with ""extra service"". As she falls for him, she's torn between her boyfriend and her new found love.",30.627,2022-10-21,Tubero,5.8,4
